PartitionKey,RowKey,Timestamp,Date,Date@type,Command,Command@type,CommandType,CommandType@type,GuildId,GuildId@type,UserId,UserId@type
20230413,353f2252-df2e-416c-bd1f-7006f5e946d0,2023-04-13T22:05:44.7550706Z,13-04-2023,String,bumpstats,String,Slash,String,859744281879511040,String,920925399599448124,String
20230413,3f4505ba-3ed9-4b6b-80fa-69144facfcd6,2023-04-13T11:40:05.5689738Z,13-04-2023,String,pat,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230413,4241fa6f-f8d1-4461-a2fe-54c09cfbc1ba,2023-04-13T19:36:22.6188993Z,13-04-2023,String,snuggle,String,Slash,String,859744281879511040,String,465234755429072906,String
20230413,62c493ff-978c-4cd2-bbcb-99ed0f55bbb1,2023-04-13T13:17:54.676508Z,13-04-2023,String,call,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230413,630b33ee-affa-42fa-9772-e9118e3c54b6,2023-04-13T22:32:13.4005692Z,13-04-2023,String,snuggle,String,Slash,String,859744281879511040,String,920925399599448124,String
20230413,6353a7c3-2f6c-4be0-9630-6fc0d0f95b00,2023-04-13T17:51:59.5830253Z,13-04-2023,String,verify,String,Slash,String,859744281879511040,String,712950313547464756,String
20230413,728544c2-85a5-4e2a-9993-0b07e137c74c,2023-04-13T11:40:00.8015319Z,13-04-2023,String,call,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230413,9e04593c-d7bf-4644-9f67-5cfe83cdb10b,2023-04-13T15:29:26.9788073Z,13-04-2023,String,verify,String,Slash,String,859744281879511040,String,302165508143316995,String
20230413,bc9ecef0-774b-405a-ae13-5c72f43b0510,2023-04-13T13:18:02.2200062Z,13-04-2023,String,pat,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230413,c0cb5c8e-c031-493b-ab94-9f46deb5eca6,2023-04-13T11:39:58.3233423Z,13-04-2023,String,call,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230413,c2aa3536-b28f-4c32-9316-2216349aee9a,2023-04-13T13:17:57.0077343Z,13-04-2023,String,call,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230413,ef818aa0-22ce-4778-8f33-d0611e08ea45,2023-04-13T22:31:29.2840063Z,13-04-2023,String,snuggle,String,Slash,String,859744281879511040,String,712950313547464756,String
20230413,f0c5dbb5-8b35-4e7a-8a5e-35719808140a,2023-04-13T14:04:00.905399Z,13-04-2023,String,mailbox register,String,Slash,String,859744281879511040,String,750965370327924756,String
20230413,f102e521-3158-42d0-a239-7408f225d3c0,2023-04-13T15:30:15.290851Z,13-04-2023,String,verify,String,Slash,String,859744281879511040,String,712950313547464756,String
20230413,fd0f88ff-390e-425f-816e-776544248b16,2023-04-13T21:07:45.2982957Z,13-04-2023,String,bumpstats,String,Slash,String,859744281879511040,String,462696127310069771,String
20230414,017d7ec6-0da6-4209-be9c-6d8d0341f816,2023-04-14T07:34:00.0018389Z,14-04-2023,String,verify,String,Slash,String,859744281879511040,String,712950313547464756,String
20230414,1019ddd5-6c84-4cef-bc84-80654f14ece7,2023-04-14T20:02:14.5065903Z,14-04-2023,String,pat,String,Slash,String,859744281879511040,String,847274365635919882,String
20230414,3042036f-47b1-47bc-949d-65b1db27e036,2023-04-13T23:21:09.6212757Z,14-04-2023,String,verify,String,Slash,String,859744281879511040,String,712950313547464756,String
20230414,386a2a3a-4b9e-4758-916d-a3a85f659a64,2023-04-14T16:55:07.8442588Z,14-04-2023,String,play ping,String,Slash,String,859744281879511040,String,847274365635919882,String
20230414,41929cc3-b44b-4387-9d3a-0d1c8df5e52e,2023-04-14T16:53:12.1662721Z,14-04-2023,String,pat,String,Slash,String,859744281879511040,String,847274365635919882,String
20230414,4b164920-c0df-4134-ab6c-4daa85c8cc91,2023-04-14T08:32:26.0347801Z,14-04-2023,String,mailbox search,String,Slash,String,859744281879511040,String,750965370327924756,String
20230414,4b65a497-2908-484c-b2f9-34ad6b85db85,2023-04-14T12:26:32.6896732Z,14-04-2023,String,verify,String,Slash,String,859744281879511040,String,302165508143316995,String
20230414,57e67d46-cb48-4e0f-b19f-3bc053bff99f,2023-04-14T16:35:57.6204752Z,14-04-2023,String,mod,String,Slash,String,859744281879511040,String,285084572968943616,String
20230414,582889e0-b30c-480f-8412-8d831d9f518a,2023-04-14T16:50:06.5763754Z,14-04-2023,String,popper,String,Slash,String,859744281879511040,String,285084572968943616,String
20230414,6073b4fe-3143-4e68-b343-083dd997ee52,2023-04-14T12:41:18.6152561Z,14-04-2023,String,Post Letter,String,MessageContext,String,859744281879511040,String,957550787351961610,String
20230414,733bb2f9-c2f9-4bc6-a6be-5111e7106040,2023-04-14T01:24:49.7751302Z,14-04-2023,String,snuggle,String,Slash,String,859744281879511040,String,847274365635919882,String
20230414,7fcd3819-23b4-4cd5-a8ce-796b60d4025b,2023-04-14T07:32:55.3520412Z,14-04-2023,String,Snuggle,String,UserContext,String,859744281879511040,String,712950313547464756,String
20230414,8875513a-569a-404b-bbe4-6576f65173c7,2023-04-14T16:53:00.8110156Z,14-04-2023,String,get treat,String,Slash,String,859744281879511040,String,847274365635919882,String
20230414,ac44441f-1b56-4e62-8aab-ddd341d61e42,2023-04-14T16:54:55.6192671Z,14-04-2023,String,play yarn,String,Slash,String,859744281879511040,String,847274365635919882,String
20230414,af3d2e31-5964-40f7-b78c-e474d84338bf,2023-04-14T16:55:22.6324121Z,14-04-2023,String,play ping,String,Slash,String,859744281879511040,String,847274365635919882,String
20230414,b1cd6b68-bf82-43b0-800e-1f93d21462fe,2023-04-14T16:56:26.8513927Z,14-04-2023,String,meow,String,Slash,String,859744281879511040,String,847274365635919882,String
20230414,b2768627-d349-46e4-a56a-a4866edc1703,2023-04-14T16:53:06.4291631Z,14-04-2023,String,feed treat,String,Slash,String,859744281879511040,String,847274365635919882,String
20230414,bded0bae-15a0-4ead-9c18-6bbaf846552e,2023-04-14T21:04:03.000986Z,14-04-2023,String,verify,String,Slash,String,859744281879511040,String,712950313547464756,String
20230414,d8b02594-627d-4b96-8e55-3f1d97073f50,2023-04-14T01:24:11.2260274Z,14-04-2023,String,snuggle,String,Slash,String,859744281879511040,String,847274365635919882,String
20230414,df0e0923-f844-4257-b330-52cc5e9294bf,2023-04-14T08:31:13.6505865Z,14-04-2023,String,letter post,String,Slash,String,859744281879511040,String,750965370327924756,String
20230414,f5b8ce72-3e40-4b46-9bda-aaede39580be,2023-04-14T20:14:24.0819475Z,14-04-2023,String,help,String,Slash,String,1048722624261398548,String,446706651026948096,String
20230414,f9a9d1ab-6919-46e0-abba-ae0086d2afb7,2023-04-14T07:35:25.1367923Z,14-04-2023,String,snuggle,String,Slash,String,859744281879511040,String,920925399599448124,String
20230415,20266a83-9a5b-41ac-a990-20e5db792a3f,2023-04-15T20:09:22.936174Z,15-04-2023,String,bumpstats,String,Slash,String,859744281879511040,String,920925399599448124,String
20230415,21996f33-0a76-4276-b6ab-f2abffba053c,2023-04-15T22:52:09.2609076Z,15-04-2023,String,bumpstats,String,Slash,String,859744281879511040,String,920925399599448124,String
20230415,3d11ded1-2aad-45de-9978-efa5cb9c5123,2023-04-15T10:17:42.7810335Z,15-04-2023,String,user,String,Slash,String,859744281879511040,String,403937759452200961,String
20230415,524db606-7728-41d4-9721-ec1563a7b8a8,2023-04-15T15:08:03.9942559Z,15-04-2023,String,call,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230415,5d0bce55-3cf6-4566-a385-838e84e6056d,2023-04-15T16:44:24.2502423Z,15-04-2023,String,pat,String,Slash,String,859744281879511040,String,847274365635919882,String
20230415,69c26c1f-27bd-4749-b4dd-5b3833c8d060,2023-04-15T13:22:44.0378019Z,15-04-2023,String,leaderboard pingpong,String,Slash,String,859744281879511040,String,712950313547464756,String
20230415,7bab2cd5-2d44-47ec-b018-885b53de700c,2023-04-15T22:52:36.011037Z,15-04-2023,String,bumpstats,String,Slash,String,859744281879511040,String,462696127310069771,String
20230415,7c2be00b-6914-4530-af81-75fab9789a27,2023-04-15T13:08:55.1734128Z,15-04-2023,String,purge,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230415,812e2a9b-227c-43b4-b939-c329528b8f1c,2023-04-15T15:07:58.3771273Z,15-04-2023,String,call,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230415,82b2acdb-0ae9-49d6-9d2d-31a3c5ee1eee,2023-04-15T16:44:19.6197804Z,15-04-2023,String,snuggle,String,Slash,String,859744281879511040,String,847274365635919882,String
20230415,8d42a25e-774a-448f-98ad-916558af0b77,2023-04-15T13:22:54.2503963Z,15-04-2023,String,leaderboard pingpong,String,Slash,String,859744281879511040,String,712950313547464756,String
20230415,929f9990-9d44-4db3-b0eb-48f80996bb0c,2023-04-15T13:18:03.7323192Z,15-04-2023,String,leaderboard pingpong,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230415,ad6a18fa-9809-4ec3-b094-ca3c1fe2b97a,2023-04-15T13:18:13.5200645Z,15-04-2023,String,leaderboard pingpong,String,Slash,String,859744281879511040,String,712950313547464756,String
20230415,b0b9a46d-8a9f-4489-87ea-0bf5155156a8,2023-04-15T13:12:47.841154Z,15-04-2023,String,purge,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230415,c025d222-acb1-4cbf-b0cb-80e3d55f6557,2023-04-15T16:44:30.6321208Z,15-04-2023,String,get treat,String,Slash,String,859744281879511040,String,847274365635919882,String
20230415,e14a5d36-a1f9-451b-9c39-07da0c0a3da4,2023-04-15T09:48:44.6748128Z,15-04-2023,String,verify,String,Slash,String,859744281879511040,String,712950313547464756,String
20230415,f70d895a-207a-446e-97be-7dfe8960ddd7,2023-04-15T15:08:35.1058974Z,15-04-2023,String,call,String,Slash,String,1048722624261398548,String,712950313547464756,String
20230415,f84b6d45-24fa-4ed7-8442-2c8cb2b094b6,2023-04-15T22:57:59.2076863Z,15-04-2023,String,verify,String,Slash,String,859744281879511040,String,712950313547464756,String
20230415,fdcc2ed8-0e63-42b1-8303-175644b7d85f,2023-04-15T16:44:37.4748478Z,15-04-2023,String,feed treat,String,Slash,String,859744281879511040,String,847274365635919882,String
20230416,0138cf4d-2b29-43ae-ae37-2e9f06b7c61a,2023-04-16T21:02:18.8417651Z,16-04-2023,String,play ping,String,Slash,String,859744281879511040,String,804911051883282482,String
20230416,03159d85-fb27-49fe-b44f-174a79837e5e,2023-04-16T17:21:00.0562286Z,16-04-2023,String,bumpstats,String,Slash,String,859744281879511040,String,920925399599448124,String
20230416,04c2cec7-920d-4a2b-8ef5-a83fc0da174b,2023-04-16T21:06:56.3404753Z,16-04-2023,String,leaderboard feeding,String,Slash,String,859744281879511040,String,847274365635919882,String
20230416,0c1681fa-3893-44ab-9653-4e54dd27bfce,2023-04-16T21:02:36.6868037Z,16-04-2023,String,play ping,String,Slash,String,859744281879511040,String,804911051883282482,String
20230416,15467a4b-3d36-4d11-9a95-650f3dabb3e5,2023-04-16T21:01:48.2619893Z,16-04-2023,String,play ping,String,Slash,String,859744281879511040,String,804911051883282482,String
20230416,1b864d70-0e36-4ac9-a863-33b8e0e87c51,2023-04-16T20:29:25.0515453Z,16-04-2023,String,get treat,String,Slash,String,859744281879511040,String,847274365635919882,String
